file,peak,plato,Ra,Rm+Ra,Rm,tau,Cm,Ih,Cell,Stimulation_Type,VC,Rm_scaled,Cm_scaled
2020_02_13_0029,-214.5340881,-18.25114822,46.61263898,547.9107329,501.2980939,1.455218196,2.902899918,-24.72370148,4,monochromator,-70,0.46675537,0.88548064
2020_02_13_0029,-214.1708679,-17.22873497,46.69169106,580.4256678,533.7339767,1.343021154,2.516274423,-24.35451317,4,monochromator,-70,0.530054908,0.86812127
2020_02_13_0029,-213.8939667,-20.14398193,46.75213684,496.4261799,449.6740431,1.440400481,3.203210199,-25.73003769,4,monochromator,-70,0.366009582,0.898964483
2020_02_13_0029,-216.8653412,-18.03722572,46.11156373,554.4089847,508.297421,1.393586755,2.741675832,-28.00769234,4,monochromator,-70,0.480414754,0.878241726
2020_02_13_0029,-215.4064484,-20.31368828,46.42386556,492.2788941,445.8550285,1.408093929,3.15818784,-24.70583916,4,monochromator,-70,0.358556668,0.896942992
2020_02_13_0029,-215.9661865,-20.92835808,46.30354483,477.8205707,431.5170258,1.412675261,3.273741653,-21.70469475,4,monochromator,-70,0.330575652,0.902131324
2020_02_13_0030,-212.0995026,-21.20004082,47.14768248,471.697205,424.5495226,1.437663913,3.386327946,-19.46786499,4,monochromator,-70,0.316978374,0.907186415
2020_02_13_0030,-215.4165344,-22.23472214,46.42169194,449.747019,403.3253271,1.606789827,3.983855512,-22.86470604,4,monochromator,-70,0.275558759,0.934015226
2020_02_13_0030,-208.4960785,-20.97389793,47.96253278,476.7830964,428.8205636,1.487221122,3.46816652,-25.87890434,4,monochromator,-70,0.32531343,0.910860943
2020_02_13_0030,-211.3201294,-13.59212875,47.3215686,735.7199289,688.3983603,1.576970816,2.290782353,-28.05973816,4,monochromator,-70,0.831886804,0.857996742
2020_02_13_0030,-209.0641785,-24.24973488,47.83220193,412.3756425,364.5434405,1.464514375,4.017393298,-25.43287849,4,monochromator,-70,0.199874816,0.935521063
2020_02_13_0030,-212.9680786,-32.08948135,46.95539381,311.6285954,264.6732015,1.443384528,5.453459284,-23.1158905,4,monochromator,-70,0.004975235,1
2020_02_13_0030,-207.4866486,-13.55023003,48.19587221,737.9948518,689.7989796,1.616944551,2.344080811,-23.83657455,4,monochromator,-70,0.834620152,0.860389827
2020_02_13_0030,-207.467865,-21.88401794,48.20023574,456.9544782,408.7542424,1.349698305,3.301979931,-15.55457401,4,monochromator,-70,0.28615344,0.903399214
2020_02_13_0030,-205.2072296,-18.26210022,48.73122657,547.5821444,498.8509179,1.425967813,2.858504939,-18.18143272,4,monochromator,-70,0.461979637,0.883487318
2020_02_13_0031,-209.9187775,-17.90219116,47.63747255,558.5908401,510.9533675,1.372997403,2.687128592,-17.0099144,4,control,-70,0.485597908,0.875792571
2020_02_13_0031,-211.6132355,-19.29146767,47.25602337,518.3638784,471.107855,1.515464425,3.216809928,-21.0527668,4,control,-70,0.407838269,0.899575106
2020_02_13_0031,-211.8937073,-21.44876862,47.19347322,466.227231,419.0337578,1.341422439,3.201227619,-15.15706253,4,control,-70,0.306214203,0.898875465
2020_02_13_0031,-214.0633545,-17.04188538,46.71514199,586.7895353,540.0743933,1.446654201,2.678620239,-17.62607956,4,control,-70,0.542428409,0.875410549
2020_02_13_0031,-215.286972,-21.71398163,46.44962909,460.5327651,414.083136,1.617557883,3.906360203,-17.9893837,4,control,-70,0.296552926,0.930535709
2020_02_13_0031,-217.3534393,-18.94342232,46.00801363,527.8877191,481.8797055,1.4715029,3.053672697,-19.096735,4,control,-70,0.428859839,0.892250293
2020_02_13_0031,-218.4956665,-19.47529984,45.76749809,513.4709137,467.7034156,1.460275769,3.12222601,-16.85587311,4,control,-70,0.40119441,0.895328316
2020_02_13_0031,-210.89534,-17.68093872,47.41688461,565.5808302,518.1639456,1.556713581,3.004287725,-17.9864769,4,control,-70,0.499669554,0.890032922
2020_02_13_0031,-218.3082123,-16.3123703,45.80679717,613.0316941,567.2248969,1.441853762,2.541943715,-17.65369034,4,control,-70,0.595413381,0.869273813
2020_02_13_0031,-213.1478271,-17.85823059,46.91579611,559.9658907,513.0500946,1.442107439,2.810851132,-16.71055222,4,control,-70,0.48968973,0.881347677
2020_02_13_0031,-212.9095001,-16.94851685,46.9683128,590.0221294,543.0538166,1.439674139,2.651070842,-19.87856674,4,control,-70,0.548242838,0.874173589
2020_02_13_0031,-212.3093262,-18.41590309,47.1010868,543.0089391,495.9078523,1.507948518,3.040783708,-17.4269886,4,control,-70,0.456236162,0.891671581
2020_03_20_0001,-208.8917084,-30.5580864,47.87169428,327.2456223,279.3739281,1.842815757,6.596233835,-12.17761612,6,monochromator,-60,0.480172739,0.488610056
2020_03_20_0001,-207.5283356,-40.60829926,48.18619092,246.2550804,198.0688895,2.17889595,11.00069756,-17.69137001,6,monochromator,-60,0.247570339,1
2020_03_20_0001,-207.8239594,-27.26533127,48.11764741,366.7661288,318.6484814,2.08273077,6.536139011,-15.68676949,6,monochromator,-60,0.59253177,0.481632614
2020_03_20_0001,-206.3017578,-24.48358536,48.47268441,408.4369121,359.9642277,2.074560165,5.763239805,-17.57518196,6,monochromator,-60,0.71073037,0.391893453
2020_03_20_0001,-206.5782471,-31.13548088,48.40780741,321.176989,272.7691816,1.968797088,7.217813524,-11.68345165,6,monochromator,-60,0.461277479,0.560779932
2020_03_20_0001,-205.0648804,-32.58508301,48.76505417,306.8888914,258.1238372,2.287015438,8.860148147,-11.12163448,6,monochromator,-60,0.419379187,0.751466804
2020_03_20_0001,-210.5006866,-29.49261284,47.50578328,339.0679576,291.5621743,1.805863142,6.193749742,-16.55008507,6,monochromator,-60,0.515041615,0.441878755
2020_03_20_0001,-204.5148163,-29.45490837,48.89621291,339.5019898,290.6057768,2.108565092,7.255757662,-18.01934052,6,monochromator,-60,0.512305495,0.56518552
2020_03_20_0001,-208.0372162,-37.86011124,48.0683225,264.1302329,216.0619104,1.848026276,8.553225656,-9.003787994,6,monochromator,-60,0.299045868,0.715830894
2020_03_20_0001,-202.8823242,-19.59375572,49.28965615,510.3666771,461.077021,2.149695158,4.662334188,-38.45067215,6,monochromator,-60,1,0.264070386
2020_03_20_0001,-206.8326874,-43.44158173,48.34825736,230.1941965,181.8459391,1.891365409,10.40092189,-29.86163139,6,monochromator,-60,0.201158736,0.930361727
2020_03_20_0001,-208.4975586,-33.59854507,47.9621923,297.6319355,249.6697432,1.973486304,7.904387128,-47.23973465,6,monochromator,-60,0.3951932,0.64049607
2020_03_20_0001,-199.2863922,-40.45627594,50.17904077,247.1804378,197.0013971,1.949539781,9.896070838,-43.51144409,6,monochromator,-60,0.244516392,0.871744886
2020_03_20_0001,-180.7346497,-28.72382355,55.3297335,348.1430661,292.8133326,2.332032681,7.964229838,-12.38057613,6,monochromator,-60,0.518621005,0.647444239
2020_03_20_0001,-181.3773499,-30.1100502,55.13367578,332.1150225,276.9813467,1.954473376,7.05633574,-12.34821987,6,monochromator,-60,0.473327897,0.542031199
2020_03_20_0001,-177.7520142,-30.74607277,56.25815295,325.2447906,268.9866377,2.17741847,8.094894562,-9.870045662,6,monochromator,-60,0.450456147,0.662615354
2020_03_20_0001,-180.8684845,-40.18800354,55.2887919,248.8304747,193.5416829,2.111394644,10.90925021,-9.194982529,6,monochromator,-60,0.234618631,0.989382304
2020_03_20_0001,-173.8148804,-28.27378082,57.53247351,353.6845696,296.152096,2.148385525,7.254331654,-16.24858665,6,monochromator,-60,0.528172743,0.56501995
2020_03_20_0001,-210.0991669,-33.74087143,47.59657141,296.3764591,248.7798877,1.882871151,7.568421904,-11.21428967,6,monochromator,-60,0.392647447,0.601488089
2020_03_20_0001,-201.474823,-30.8704834,49.63399323,323.9340269,274.3000337,2.117926598,7.721204293,-8.852302551,6,monochromator,-60,0.465657034,0.619227224
2020_03_20_0001,-197.152359,-30.2045784,50.72219298,331.0756359,280.3534429,2.001127958,7.137875453,-9.512659073,6,monochromator,-60,0.482974995,0.551498547
2020_03_20_0001,-196.1081543,-38.30453873,50.99227024,261.0656683,210.073398,1.875000715,8.92545526,-11.2892971,6,monochromator,-60,0.281913567,0.75904943
2020_03_20_0001,-193.7873383,-28.47085953,51.60295863,351.2363225,299.6333639,1.951060891,6.511494133,-12.02318954,6,monochromator,-60,0.538132166,0.478771167
2020_03_20_0001,-192.7063599,-28.71045303,51.89242331,348.305197,296.4127737,1.830018997,6.173887091,-13.34831429,6,monochromator,-60,0.528918505,0.439572559
2020_03_20_0001,-195.2330627,-29.28403664,51.22083247,341.4829767,290.2621442,1.948700786,6.713589162,-11.43195724,6,monochromator,-60,0.51132241,0.502235854
2020_03_20_0002,-284.8649597,-31.83250809,35.10435264,314.1442695,279.0399169,1.588844657,5.693969073,-15.30590248,6,control,-60,0.47921718,0.383850622
2020_03_20_0002,-309.5788574,-32.40216827,32.3019475,308.6213217,276.3193742,1.485216498,5.3749995,-12.808815,6,control,-60,0.471434086,0.346815959
2020_03_20_0002,-298.365509,-31.41704178,33.51593833,318.2985868,284.7826485,1.343194604,4.716560546,-17.67449379,6,control,-60,0.495646336,0.270366456
2020_03_20_0002,-317.4299011,-27.12102318,31.50301835,368.7176525,337.2146342,1.294507623,3.838823976,-15.82202435,6,control,-60,0.64564695,0.168454922
2020_03_20_0002,-332.5773315,-31.69972992,30.06819483,315.4601009,285.3919061,1.266798496,4.438803166,-10.92850399,6,control,-60,0.497389337,0.238116825
2020_03_20_0002,-295.8748474,-35.23548508,33.79807404,283.8048058,250.0067318,1.201079726,4.804189542,-12.47472858,6,control,-60,0.396157278,0.280540813
2020_03_20_0002,-319.9205627,-29.67593384,31.25775947,336.9733891,305.7156296,1.293395638,4.230714799,-15.77276802,6,control,-60,0.555532681,0.213956268
2020_03_20_0002,-304.5761108,-29.1084137,32.83251589,343.5432829,310.710767,1.531499267,4.929018977,-26.84475899,6,control,-60,0.569823074,0.295034409
2020_03_20_0002,-297.1833496,-27.2602272,33.64926068,366.8348002,333.1855395,1.47246635,4.41935851,-29.72090721,6,control,-60,0.63412027,0.23585916
2020_03_20_0002,-293.7975159,-27.71638489,34.03704749,360.7974143,326.7603668,1.437368989,4.398847398,-30.2991333,6,control,-60,0.615738745,0.233477673
2020_03_20_0002,-291.5124512,-26.11233711,34.30385206,382.9607422,348.6568901,1.27393198,3.653827061,-30.50900841,6,control,-60,0.678381651,0.146975449
2020_03_20_0002,-309.1376953,-27.19383812,32.34804474,367.7303644,335.3823196,1.429494023,4.262281998,-25.45701218,6,control,-60,0.640404953,0.217621447
2020_03_20_0004,-354.8399353,-40.86495209,28.18172084,244.7084724,216.5267516,1.10370934,5.097334773,-14.66686153,6,control,-60,0.300375714,0.314577085
2020_03_20_0004,-336.6284485,-24.89140129,29.70634254,401.7451602,372.0388177,1.319049597,3.545462285,-22.86860466,6,control,-60,0.745274092,0.134393518
2020_03_20_0004,-330.1057434,-31.55229568,30.29332328,316.9341496,286.6408263,1.471060276,5.132068223,-18.64911652,6,control,-60,0.500962324,0.318609889
2020_03_20_0004,-299.5351868,-29.91240692,33.38505939,334.3094398,300.9243804,1.37670815,4.57493058,-16.38275528,6,control,-60,0.541825584,0.253922198
2020_03_20_0004,-319.32901,-26.63493347,31.31566405,375.4467797,344.1311157,1.300503254,3.779092313,-23.20026779,6,control,-60,0.665434041,0.161519646
2020_03_20_0004,-297.6741943,-31.59144974,33.59377531,316.5413453,282.94757,1.875844121,6.629652699,-22.27207184,6,control,-60,0.490396431,0.492490227
2020_03_20_0004,-295.0968933,-35.63646698,33.88717478,280.6114311,246.7242564,1.471295238,5.963318156,-15.20581341,6,control,-60,0.386766572,0.41512399
2020_03_20_0004,-295.5851746,-29.39053535,33.83119608,340.2455886,306.4143925,1.588898301,5.185455841,-12.88647842,6,control,-60,0.557531745,0.324808575
2020_03_20_0004,-349.1371765,-24.0334549,28.64203721,416.086661,387.4446238,1.077429652,2.780861021,-22.6889534,6,control,-60,0.789347959,0.045617807
2020_03_20_0004,-295.380188,-25.98120499,33.8546741,384.8936185,351.0389444,1.424645305,4.058368245,-27.61783028,6,control,-60,0.685196377,0.193945592
2020_03_20_0005,-288.3953552,-30.82090759,34.67462225,324.4550787,289.7804565,0.927002013,3.198980442,-17.2686882,6,control,-60,0.509944369,0.094164482
2020_03_20_0005,-282.3968506,-27.58732033,35.41115979,362.4853694,327.0742096,0.941526055,2.878631294,-18.50642586,6,control,-60,0.616636606,0.05696964
2020_03_20_0005,-290.9247437,-26.25803185,34.37315051,380.8358547,346.4627042,1.014096737,2.92700116,-18.15724754,6,control,-60,0.672104391,0.062585729
2020_03_20_0005,-283.7027283,-27.11706734,35.24816297,368.7714411,333.5232781,1.090548873,3.269783384,-24.64684486,6,control,-60,0.635086493,0.102385213
2020_03_20_0005,-291.7139587,-28.39000511,34.28015596,352.2366396,317.9564837,1.002931118,3.154303087,-23.83777428,6,control,-60,0.590552061,0.088977119
2020_03_20_0005,-305.1104736,-25.33143234,32.77501385,394.766465,361.9914512,0.864423692,2.387967145,-25.21177673,6,control,-60,0.716529975,0
2020_03_20_0005,-282.9362488,-33.18041229,35.34365089,301.3826324,266.0389815,0.879060268,3.304253623,-26.14575577,6,control,-60,0.442023313,0.106387456
2020_03_20_0005,-282.2549133,-30.82672691,35.42896696,324.3938297,288.9648627,0.960449576,3.323759046,-23.89739037,6,control,-60,0.507611068,0.108652176
2020_03_20_0005,-344.286499,-32.79972458,29.04557695,304.8806089,275.8350319,0.686243117,2.487875134,-24.12166023,6,control,-60,0.47004845,0.011600037
2020_03_20_0005,-284.2591553,-25.56166267,35.17916596,391.2108585,356.0316926,0.916606247,2.574507457,-21.16074562,6,control,-60,0.699479935,0.021658673
2020_03_20_0005,-307.733551,-31.54339218,32.49564426,317.0236081,284.5279638,0.933279932,3.280099148,-18.07208252,6,control,-60,0.494917718,0.103582948
2020_03_20_0005,-292.5599365,-32.29384232,34.18103011,309.6565563,275.4755262,1.018869281,3.698583664,-21.16074562,6,control,-60,0.469019954,0.152172012
2020_03_20_0006,-300.7391357,-34.19307709,33.25140898,292.4568612,259.2054522,0.974095404,3.758005072,-17.37607574,6,monochromator,-60,0.422473537,0.159071266
2020_03_20_0006,-369.1868896,-39.93000031,27.08655231,250.4382651,223.3517127,0.768079817,3.438880355,-18.02010155,6,monochromator,-60,0.319900978,0.122018589
2020_03_20_0006,-359.598053,-30.95151901,27.80882688,323.0859201,295.2770933,0.727382183,2.463388457,-16.50053787,6,monochromator,-60,0.525669482,0.008756957
2020_03_20_0006,-338.3410034,-35.60109711,29.55598021,280.89022,251.3342398,0.756633043,3.010465442,-16.1511631,6,monochromator,-60,0.399955093,0.072276533
2020_03_20_0006,-288.9614563,-34.74449921,34.60669159,287.8153443,253.2086527,0.992586553,3.920034101,-17.31293678,6,monochromator,-60,0.405317528,0.177884002
2020_03_20_0006,-283.8723755,-33.67820358,35.22709803,296.9279515,261.7008535,0.999934614,3.820906965,-21.18130112,6,monochromator,-60,0.429612532,0.166374628
2020_03_20_0006,-346.5112915,-29.58349037,28.85908842,338.0263747,309.1672862,0.814582765,2.634763771,-24.94864464,6,monochromator,-60,0.56540739,0.028654865
2020_03_20_0006,-351.9918213,-33.432724,28.40975101,299.1081433,270.6983923,0.823042989,3.040442841,-17.27084351,6,monochromator,-60,0.455353239,0.075757125
2020_03_20_0006,-314.5920105,-27.95983887,31.78720268,357.6558523,325.8686496,0.905874431,2.779875978,-21.58960533,6,monochromator,-60,0.613187667,0.045503437
2020_03_20_0006,-294.644043,-33.25267792,33.93925735,300.7276594,266.7884021,0.887139678,3.325255787,-20.1752739,6,monochromator,-60,0.444167301,0.108825958
2020_03_20_0006,-296.2561951,-37.10095215,33.7545684,269.5348615,235.7802931,1.105415463,4.688328481,-16.60997963,6,monochromator,-60,0.355457417,0.26708851
2020_03_20_0006,-299.2153625,-27.48686409,33.42074389,363.8101446,330.3894007,1.092951775,3.308071543,-21.58539772,6,monochromator,-60,0.626120906,0.106830744
2020_03_20_0006,-297.8936157,-29.0559845,33.56903093,344.1631792,310.5941483,1.009068251,3.248832137,-19.73329544,6,monochromator,-60,0.569489444,0.099952623
2020_03_20_0006,-301.5346985,-29.89497948,33.16367917,334.5043273,301.3406481,1.088845491,3.61333759,-18.28949928,6,monochromator,-60,0.543016468,0.14227433
2020_03_20_0006,-345.2947998,-36.58454514,28.9607605,273.3394651,244.3787046,1.035246015,4.236236607,-16.39951324,6,monochromator,-60,0.380056275,0.214597389
2020_03_20_0006,-294.054718,-37.85691071,34.00727615,264.1525633,230.1452871,0.658504903,2.861257389,-18.0790329,6,monochromator,-60,0.339336449,0.054952404
2020_03_20_0006,-293.6043396,-57.12086487,34.05944208,175.0673773,141.0079352,0.991125941,7.028866425,-14.86732101,6,monochromator,-60,0.08432689,0.538841814
2020_03_20_0006,-293.2086487,-31.72297287,34.10540598,315.228968,281.123562,0.992424011,3.530205736,-19.77959824,6,monochromator,-60,0.485178198,0.132622123
2020_03_20_0006,-298.1125183,-32.75387192,33.54438135,305.307416,271.7630347,1.22070694,4.491806405,-16.58472443,6,monochromator,-60,0.458399032,0.244270883
2020_03_20_0007,-275.5457764,-67.64824677,36.29161053,147.823491,111.5318805,0.648873329,5.817828285,240.0233154,6,control,-10,0,0.398231568
2020_03_20_0007,-314.5213928,-62.2060051,31.79433968,160.756184,128.9618443,0.692913592,5.373012426,247.01651,6,control,-10,0.049864701,0.346585245
2020_03_20_0007,-280.2403259,-57.77703476,35.68365818,173.0791489,137.3954907,0.605378449,4.406101292,243.1309509,6,control,-10,0.073992189,0.234319902
2020_03_20_0007,-284.0451965,-57.55752182,35.20566488,173.7392383,138.5335734,0.634150624,4.577595225,230.0901031,6,control,-10,0.077248086,0.254231582
2020_03_20_0007,-280.5196228,-52.18515778,35.64813007,191.6253668,155.9772367,0.688690007,4.415323807,229.3721771,6,control,-10,0.127151979,0.235390702
2020_03_20_0007,-363.4612122,-59.06908417,27.51325221,169.2932968,141.7800446,0.476269603,3.359214649,225.1555786,6,control,-10,0.086535788,0.112768827
2020_03_20_0007,-351.7259216,-53.73262787,28.43122837,186.1066618,157.6754334,0.518768787,3.290105353,215.9837494,6,control,-10,0.132010283,0.10474474
2020_03_20_0007,-332.6043396,-52.92552185,30.06575324,188.9447595,158.8790063,0.563676119,3.547832605,219.2010193,6,control,-10,0.135453538,0.134668729
2020_03_20_0007,-343.7230835,-61.84700012,29.09318716,161.6893298,132.5961426,0.560707331,4.228685085,216.0375366,6,control,-10,0.060261922,0.213720603
2020_03_20_0007,-319.5572815,-48.35646057,31.29329413,206.7976002,175.5043061,0.627494037,3.575376874,204.811203,6,control,-10,0.183016206,0.137866817
2020_03_20_0007,-300.1646729,-55.71298218,33.31504639,179.491379,146.1763326,0.598209023,4.092379476,209.9547119,6,control,-10,0.099112956,0.197894541
2020_03_20_0007,-282.7955017,-46.92418671,35.36124139,213.1097138,177.7484724,0.608564198,3.423737992,207.2339935,6,control,-10,0.189436454,0.120260451
2020_03_20_0007,-281.2913513,-54.78007126,35.5503287,182.5481379,146.9978092,0.731184185,4.974116204,208.0491791,6,control,-10,0.101463086,0.300270522
2020_03_20_0007,-286.4679565,-57.22781754,34.90791822,174.7401951,139.8322769,0.551737845,3.945711658,215.9113312,6,control,-10,0.080963495,0.180865351
2020_03_20_0007,-289.1245422,-57.95489883,34.58717106,172.5479675,137.9607964,0.548913062,3.978761183,210.9995575,6,monochromator,-10,0.07560945,0.184702639
2020_03_20_0007,-278.1547852,-48.38302612,35.95120607,206.6840543,170.7328483,0.761123359,4.457978455,194.7807617,6,monochromator,-10,0.16936573,0.240343214
2020_03_20_0007,-286.9686584,-52.44404984,34.84701101,190.6794008,155.8323898,0.646375,4.147886079,201.2753143,6,monochromator,-10,0.126737592,0.204339257
2020_03_20_0007,-272.8333435,-53.20523834,36.65241158,187.9514182,151.2990066,0.647990763,4.282848763,207.7698669,6,monochromator,-10,0.113768213,0.220009396
2020_03_20_0007,-277.3623352,-49.9808197,36.053922,200.0767506,164.0228286,0.620286822,3.781710311,201.0684052,6,monochromator,-10,0.150169297,0.161823614
2020_03_20_0007,-294.4728699,-62.1888504,33.95898578,160.8005283,126.8415425,0.654215634,5.157739498,214.5168304,6,monochromator,-10,0.043798812,0.321590508
2020_03_20_0007,-281.4610291,-55.56795502,35.52889732,179.9598347,144.4309374,0.577789962,4.000458439,198.5752869,6,monochromator,-10,0.094119623,0.187221847
2020_03_20_0007,-283.3437805,-56.57261658,35.29281632,176.7639647,141.4711484,0.639023304,4.516986758,195.8193817,6,monochromator,-10,0.085652079,0.247194503
2020_03_20_0007,-308.8440857,-55.69389725,32.37879714,179.5528863,147.1740892,0.632862389,4.300093805,188.9710388,6,monochromator,-10,0.101967399,0.22201167
2020_03_20_0007,-279.0340881,-41.82786942,35.83791524,239.0750507,203.2371354,0.595171869,2.928460232,184.3075409,6,monochromator,-10,0.262355971,0.062755138
2020_03_20_0007,-276.1933594,-44.38580704,36.20651859,225.297244,189.0907255,0.635809124,3.362455361,189.0351715,6,monochromator,-10,0.221885062,0.113145097
2020_03_20_0007,-350.2734985,-54.01280975,28.54911959,185.1412664,156.5921468,0.608465135,3.885668263,207.8174438,6,monochromator,-10,0.128911151,0.173893881
2020_03_20_0007,-329.8132629,-41.640728,30.32018758,240.1494998,209.8293122,0.585479021,2.790263261,180.0330048,6,monochromator,-10,0.281215272,0.046709475
2020_03_20_0007,-290.2417908,-49.0033226,34.45403218,204.0677952,169.613763,0.783135355,4.617168682,188.679306,6,monochromator,-10,0.166164182,0.258826345
2020_03_20_0007,-270.0464172,-60.23118591,37.03067088,166.0269485,128.9962776,0.58688283,4.549610583,206.9360657,6,monochromator,-10,0.04996321,0.250982364
2020_03_20_0007,-269.3388062,-46.89522171,37.12795844,213.2413418,176.1133833,0.604816079,3.434242575,190.7255402,6,monochromator,-10,0.184758692,0.121480109
2020_03_20_0007,-282.0610352,-51.4387207,35.45331951,194.406079,158.9527595,0.624261022,3.927336799,190.7524414,6,monochromator,-10,0.135664535,0.178731898
2020_03_20_0007,-267.5574036,-50.8275032,37.37515713,196.7438762,159.3687191,0.627918303,3.940034823,190.286911,6,monochromator,-10,0.136854538,0.18020623
2020_03_20_0007,-267.977417,-51.10574722,37.31657732,195.6727089,158.3561316,0.574097276,3.62535552,188.7537842,6,monochromator,-10,0.133957666,0.143669698
2020_03_20_0008,-312.6473083,-47.49581146,31.98492273,210.5448816,178.5599588,0.768879533,4.30600196,178.4920349,6,control,-10,0.191758004,0.222697649
2020_03_20_0008,-301.2863464,-46.31477737,33.19101618,215.9138091,182.7227929,0.774176776,4.236892202,181.5353699,6,control,-10,0.203667293,0.214673509
2020_03_20_0008,-294.5135498,-45.36806488,33.95429516,220.4193638,186.4650687,0.839844823,4.504033001,180.6219482,6,control,-10,0.214373423,0.245690478
2020_03_20_0008,-286.9241333,-43.57144928,34.8524186,229.5080876,194.655669,0.848074496,4.356793203,183.2864532,6,control,-10,0.23780559,0.228594878
2020_03_20_0008,-277.5689392,-49.05332184,36.02708584,203.8597923,167.8327064,0.721272111,4.29756587,184.5513611,6,control,-10,0.161068827,0.221718158
2020_03_20_0008,-277.2868958,-53.028965,36.06373093,188.5761866,152.5124557,0.859949708,5.63855394,191.4714813,6,control,-10,0.117239722,0.377416526
2020_03_20_0008,-285.09729,-56.10821152,35.07574554,178.2270318,143.1512863,0.772315621,5.395100815,192.3238678,6,control,-10,0.090458719,0.349149866
2020_03_20_0008,-290.638855,-46.80529022,34.40696187,213.6510628,179.2441009,0.865997314,4.831385301,191.7619171,6,control,-10,0.193715239,0.283698437
2020_03_20_0008,-271.425415,-48.68411636,36.8425337,205.4058027,168.563269,0.736578524,4.369745132,185.9762115,6,control,-10,0.163158865,0.23009869
2020_03_20_0008,-308.9725647,-46.92831802,32.36533318,213.0909528,180.7256196,0.747409165,4.135601618,185.1932831,6,control,-10,0.197953658,0.202912943
2020_03_20_0008,-276.2072144,-50.14411163,36.20470241,199.4252101,163.2205077,0.813745141,4.985556976,186.8517456,6,control,-10,0.147873969,0.301598878
2020_03_20_0008,-276.8302002,-54.32192612,36.12322641,184.0877287,147.9645023,0.767218769,5.185154253,188.085083,6,control,-10,0.104228661,0.324773559
2020_03_20_0008,-273.814209,-52.20483017,36.52111421,191.5531564,155.0320422,0.769725263,4.964943067,186.0456696,6,control,-10,0.124447909,0.299205455
2020_03_20_0008,-274.6392517,-52.60076141,36.41140128,190.1113165,153.6999152,0.819757104,5.333490932,184.6734314,6,control,-10,0.120636879,0.341996515
2020_03_20_0008,-275.0054626,-47.49969864,36.36291404,210.5276515,174.1647374,0.720538259,4.137107598,176.7388611,6,control,-10,0.179183887,0.203087798
2020_03_20_0010,-344.773468,-50.81684494,29.00455205,196.7851411,167.780589,0.596968174,3.558028837,192.0635376,6,control,-10,0.160919727,0.135852585
2020_03_20_0010,-338.3162842,-55.41693878,29.55813973,180.4502417,150.892102,0.6306144,4.179240606,189.7567139,6,control,-10,0.112604116,0.207979743
2020_03_20_0010,-330.7119141,-44.25835037,30.23779784,225.9460625,195.7082647,0.719919503,3.678533985,186.058609,6,control,-10,0.24081692,0.1498441
2020_03_20_0010,-320.7256165,-52.53150558,31.17929934,190.3619531,159.1826537,0.725006878,4.554559567,188.8897095,6,control,-10,0.13632223,0.251556976
2020_03_20_0010,-300.4948425,-45.54958725,33.27844137,219.5409575,186.2625162,0.676546574,3.632220737,191.2419128,6,control,-10,0.213793948,0.144466799
2020_03_20_0010,-296.9720154,-45.09839249,33.6732065,221.7373935,188.064187,0.746964812,3.971861014,185.1556091,6,control,-10,0.218948278,0.18390148
2020_03_20_0010,-288.0514832,-50.36925507,34.71601635,198.5338077,163.8177914,0.730104566,4.456808748,197.2311859,6,control,-10,0.149582714,0.240207403
2020_03_20_0010,-274.1323242,-55.80818558,36.4787335,179.185184,142.7064505,0.837042928,5.865487685,184.898941,6,control,-10,0.089186106,0.403765168
2020_03_20_0010,-282.9573975,-55.06349945,35.34100925,181.6085084,146.2674991,0.870520532,5.951565026,187.2542725,6,control,-10,0.099373771,0.413759367
2020_03_20_0010,-268.7346497,-50.46726608,37.21142775,198.148241,160.9368132,0.730737388,4.540523536,182.3088684,6,control,-10,0.141340637,0.249927292
2020_03_20_0010,-268.4654541,-50.83398819,37.24874038,196.7187773,159.4700369,0.622083127,3.900940513,185.5797272,6,control,-10,0.137144394,0.175667099
2020_03_20_0010,-267.1164246,-48.50271225,37.43685929,206.1740372,168.7371779,0.738417327,4.376138896,186.3058929,6,control,-10,0.163656394,0.230841052
2020_03_20_0010,-275.1511536,-54.66380692,36.3436601,182.9363991,146.592739,0.788906753,5.381622298,191.0447235,6,control,-10,0.100304237,0.347584913
2020_03_20_0010,-286.1046143,-47.10232544,34.95224999,212.3037431,177.3514931,0.923736334,5.2085061,190.5235748,6,control,-10,0.188300751,0.327484876
2020_03_20_0010,-265.7642517,-51.97658539,37.62733301,192.3943238,154.7669908,0.682067275,4.407059099,182.5123138,6,control,-10,0.123689633,0.23443111
2020_03_20_0010,-263.1757507,-50.60593414,37.99742177,197.6052842,159.6078625,0.862182498,5.401879862,185.9052429,6,control,-10,0.137538694,0.349936962
2020_03_20_0010,-264.7376099,-47.42126083,37.7732503,210.8758777,173.1026274,0.742379189,4.288665052,183.3167267,6,control,-10,0.176145338,0.220684709
2020_03_20_0010,-269.3027344,-60.0714035,37.13293154,166.4685594,129.3356278,0.742964208,5.744466708,202.4082184,6,control,-10,0.050934043,0.389713761
2020_03_20_0010,-264.6296387,-48.64185333,37.78866211,205.5842719,167.7956098,0.674773991,4.021404327,182.9645996,6,control,-10,0.160962699,0.189653815
2020_03_20_0010,-265.9160767,-51.1092453,37.60584966,195.6593165,158.0534668,0.750049651,4.745543808,184.2510376,6,control,-10,0.133091784,0.273731622
