file,peak,plato,Ra,Rm+Ra,Rm,tau,Cm,Ih,Cell,Stimulation_Type,VC
2020_03_20_0005,-288.3953552,-30.82090759,34.67462225,324.4550787,289.7804565,0.927002013,3.198980442,-17.2686882,6,control,-60
2020_03_20_0005,-282.3968506,-27.58732033,35.41115979,362.4853694,327.0742096,0.941526055,2.878631294,-18.50642586,6,control,-60
2020_03_20_0005,-290.9247437,-26.25803185,34.37315051,380.8358547,346.4627042,1.014096737,2.92700116,-18.15724754,6,control,-60
2020_03_20_0005,-283.7027283,-27.11706734,35.24816297,368.7714411,333.5232781,1.090548873,3.269783384,-24.64684486,6,control,-60
2020_03_20_0005,-291.7139587,-28.39000511,34.28015596,352.2366396,317.9564837,1.002931118,3.154303087,-23.83777428,6,control,-60
2020_03_20_0005,-305.1104736,-25.33143234,32.77501385,394.766465,361.9914512,0.864423692,2.387967145,-25.21177673,6,control,-60
2020_03_20_0005,-282.9362488,-33.18041229,35.34365089,301.3826324,266.0389815,0.879060268,3.304253623,-26.14575577,6,control,-60
2020_03_20_0005,-282.2549133,-30.82672691,35.42896696,324.3938297,288.9648627,0.960449576,3.323759046,-23.89739037,6,control,-60
2020_03_20_0005,-344.286499,-32.79972458,29.04557695,304.8806089,275.8350319,0.686243117,2.487875134,-24.12166023,6,control,-60
2020_03_20_0005,-284.2591553,-25.56166267,35.17916596,391.2108585,356.0316926,0.916606247,2.574507457,-21.16074562,6,control,-60
2020_03_20_0005,-307.733551,-31.54339218,32.49564426,317.0236081,284.5279638,0.933279932,3.280099148,-18.07208252,6,control,-60
2020_03_20_0005,-292.5599365,-32.29384232,34.18103011,309.6565563,275.4755262,1.018869281,3.698583664,-21.16074562,6,control,-60
2020_03_20_0006,-300.7391357,-34.19307709,33.25140898,292.4568612,259.2054522,0.974095404,3.758005072,-17.37607574,6,monochromator,-60
2020_03_20_0006,-369.1868896,-39.93000031,27.08655231,250.4382651,223.3517127,0.768079817,3.438880355,-18.02010155,6,monochromator,-60
2020_03_20_0006,-359.598053,-30.95151901,27.80882688,323.0859201,295.2770933,0.727382183,2.463388457,-16.50053787,6,monochromator,-60
2020_03_20_0006,-338.3410034,-35.60109711,29.55598021,280.89022,251.3342398,0.756633043,3.010465442,-16.1511631,6,monochromator,-60
2020_03_20_0006,-288.9614563,-34.74449921,34.60669159,287.8153443,253.2086527,0.992586553,3.920034101,-17.31293678,6,monochromator,-60
2020_03_20_0006,-283.8723755,-33.67820358,35.22709803,296.9279515,261.7008535,0.999934614,3.820906965,-21.18130112,6,monochromator,-60
2020_03_20_0006,-346.5112915,-29.58349037,28.85908842,338.0263747,309.1672862,0.814582765,2.634763771,-24.94864464,6,monochromator,-60
2020_03_20_0006,-351.9918213,-33.432724,28.40975101,299.1081433,270.6983923,0.823042989,3.040442841,-17.27084351,6,monochromator,-60
2020_03_20_0006,-314.5920105,-27.95983887,31.78720268,357.6558523,325.8686496,0.905874431,2.779875978,-21.58960533,6,monochromator,-60
2020_03_20_0006,-294.644043,-33.25267792,33.93925735,300.7276594,266.7884021,0.887139678,3.325255787,-20.1752739,6,monochromator,-60
2020_03_20_0006,-296.2561951,-37.10095215,33.7545684,269.5348615,235.7802931,1.105415463,4.688328481,-16.60997963,6,monochromator,-60
2020_03_20_0006,-299.2153625,-27.48686409,33.42074389,363.8101446,330.3894007,1.092951775,3.308071543,-21.58539772,6,monochromator,-60
2020_03_20_0006,-297.8936157,-29.0559845,33.56903093,344.1631792,310.5941483,1.009068251,3.248832137,-19.73329544,6,monochromator,-60
2020_03_20_0006,-301.5346985,-29.89497948,33.16367917,334.5043273,301.3406481,1.088845491,3.61333759,-18.28949928,6,monochromator,-60
2020_03_20_0006,-345.2947998,-36.58454514,28.9607605,273.3394651,244.3787046,1.035246015,4.236236607,-16.39951324,6,monochromator,-60
2020_03_20_0006,-294.054718,-37.85691071,34.00727615,264.1525633,230.1452871,0.658504903,2.861257389,-18.0790329,6,monochromator,-60
2020_03_20_0006,-293.6043396,-57.12086487,34.05944208,175.0673773,141.0079352,0.991125941,7.028866425,-14.86732101,6,monochromator,-60
2020_03_20_0006,-293.2086487,-31.72297287,34.10540598,315.228968,281.123562,0.992424011,3.530205736,-19.77959824,6,monochromator,-60
2020_03_20_0006,-298.1125183,-32.75387192,33.54438135,305.307416,271.7630347,1.22070694,4.491806405,-16.58472443,6,monochromator,-60
2020_03_20_0007,-275.5457764,-67.64824677,36.29161053,147.823491,111.5318805,0.648873329,5.817828285,240.0233154,6,control,-10
2020_03_20_0007,-314.5213928,-62.2060051,31.79433968,160.756184,128.9618443,0.692913592,5.373012426,247.01651,6,control,-10
2020_03_20_0007,-280.2403259,-57.77703476,35.68365818,173.0791489,137.3954907,0.605378449,4.406101292,243.1309509,6,control,-10
2020_03_20_0007,-284.0451965,-57.55752182,35.20566488,173.7392383,138.5335734,0.634150624,4.577595225,230.0901031,6,control,-10
2020_03_20_0007,-280.5196228,-52.18515778,35.64813007,191.6253668,155.9772367,0.688690007,4.415323807,229.3721771,6,control,-10
2020_03_20_0007,-363.4612122,-59.06908417,27.51325221,169.2932968,141.7800446,0.476269603,3.359214649,225.1555786,6,control,-10
2020_03_20_0007,-351.7259216,-53.73262787,28.43122837,186.1066618,157.6754334,0.518768787,3.290105353,215.9837494,6,control,-10
2020_03_20_0007,-332.6043396,-52.92552185,30.06575324,188.9447595,158.8790063,0.563676119,3.547832605,219.2010193,6,control,-10
2020_03_20_0007,-343.7230835,-61.84700012,29.09318716,161.6893298,132.5961426,0.560707331,4.228685085,216.0375366,6,control,-10
2020_03_20_0007,-319.5572815,-48.35646057,31.29329413,206.7976002,175.5043061,0.627494037,3.575376874,204.811203,6,control,-10
2020_03_20_0007,-300.1646729,-55.71298218,33.31504639,179.491379,146.1763326,0.598209023,4.092379476,209.9547119,6,control,-10
2020_03_20_0007,-282.7955017,-46.92418671,35.36124139,213.1097138,177.7484724,0.608564198,3.423737992,207.2339935,6,control,-10
2020_03_20_0007,-281.2913513,-54.78007126,35.5503287,182.5481379,146.9978092,0.731184185,4.974116204,208.0491791,6,control,-10
2020_03_20_0007,-286.4679565,-57.22781754,34.90791822,174.7401951,139.8322769,0.551737845,3.945711658,215.9113312,6,control,-10
2020_03_20_0007,-289.1245422,-57.95489883,34.58717106,172.5479675,137.9607964,0.548913062,3.978761183,210.9995575,6,monochromator,-10
2020_03_20_0007,-278.1547852,-48.38302612,35.95120607,206.6840543,170.7328483,0.761123359,4.457978455,194.7807617,6,monochromator,-10
2020_03_20_0007,-286.9686584,-52.44404984,34.84701101,190.6794008,155.8323898,0.646375,4.147886079,201.2753143,6,monochromator,-10
2020_03_20_0007,-272.8333435,-53.20523834,36.65241158,187.9514182,151.2990066,0.647990763,4.282848763,207.7698669,6,monochromator,-10
2020_03_20_0007,-277.3623352,-49.9808197,36.053922,200.0767506,164.0228286,0.620286822,3.781710311,201.0684052,6,monochromator,-10
2020_03_20_0007,-294.4728699,-62.1888504,33.95898578,160.8005283,126.8415425,0.654215634,5.157739498,214.5168304,6,monochromator,-10
2020_03_20_0007,-281.4610291,-55.56795502,35.52889732,179.9598347,144.4309374,0.577789962,4.000458439,198.5752869,6,monochromator,-10
2020_03_20_0007,-283.3437805,-56.57261658,35.29281632,176.7639647,141.4711484,0.639023304,4.516986758,195.8193817,6,monochromator,-10
2020_03_20_0007,-308.8440857,-55.69389725,32.37879714,179.5528863,147.1740892,0.632862389,4.300093805,188.9710388,6,monochromator,-10
2020_03_20_0007,-279.0340881,-41.82786942,35.83791524,239.0750507,203.2371354,0.595171869,2.928460232,184.3075409,6,monochromator,-10
2020_03_20_0007,-276.1933594,-44.38580704,36.20651859,225.297244,189.0907255,0.635809124,3.362455361,189.0351715,6,monochromator,-10
2020_03_20_0007,-350.2734985,-54.01280975,28.54911959,185.1412664,156.5921468,0.608465135,3.885668263,207.8174438,6,monochromator,-10
2020_03_20_0007,-329.8132629,-41.640728,30.32018758,240.1494998,209.8293122,0.585479021,2.790263261,180.0330048,6,monochromator,-10
2020_03_20_0007,-290.2417908,-49.0033226,34.45403218,204.0677952,169.613763,0.783135355,4.617168682,188.679306,6,monochromator,-10
2020_03_20_0007,-270.0464172,-60.23118591,37.03067088,166.0269485,128.9962776,0.58688283,4.549610583,206.9360657,6,monochromator,-10
2020_03_20_0007,-269.3388062,-46.89522171,37.12795844,213.2413418,176.1133833,0.604816079,3.434242575,190.7255402,6,monochromator,-10
2020_03_20_0007,-282.0610352,-51.4387207,35.45331951,194.406079,158.9527595,0.624261022,3.927336799,190.7524414,6,monochromator,-10
2020_03_20_0007,-267.5574036,-50.8275032,37.37515713,196.7438762,159.3687191,0.627918303,3.940034823,190.286911,6,monochromator,-10
2020_03_20_0007,-267.977417,-51.10574722,37.31657732,195.6727089,158.3561316,0.574097276,3.62535552,188.7537842,6,monochromator,-10
2020_03_20_0008,-312.6473083,-47.49581146,31.98492273,210.5448816,178.5599588,0.768879533,4.30600196,178.4920349,6,control,-10
2020_03_20_0008,-301.2863464,-46.31477737,33.19101618,215.9138091,182.7227929,0.774176776,4.236892202,181.5353699,6,control,-10
2020_03_20_0008,-294.5135498,-45.36806488,33.95429516,220.4193638,186.4650687,0.839844823,4.504033001,180.6219482,6,control,-10
2020_03_20_0008,-286.9241333,-43.57144928,34.8524186,229.5080876,194.655669,0.848074496,4.356793203,183.2864532,6,control,-10
2020_03_20_0008,-277.5689392,-49.05332184,36.02708584,203.8597923,167.8327064,0.721272111,4.29756587,184.5513611,6,control,-10
2020_03_20_0008,-277.2868958,-53.028965,36.06373093,188.5761866,152.5124557,0.859949708,5.63855394,191.4714813,6,control,-10
2020_03_20_0008,-285.09729,-56.10821152,35.07574554,178.2270318,143.1512863,0.772315621,5.395100815,192.3238678,6,control,-10
2020_03_20_0008,-290.638855,-46.80529022,34.40696187,213.6510628,179.2441009,0.865997314,4.831385301,191.7619171,6,control,-10
2020_03_20_0008,-271.425415,-48.68411636,36.8425337,205.4058027,168.563269,0.736578524,4.369745132,185.9762115,6,control,-10
2020_03_20_0008,-308.9725647,-46.92831802,32.36533318,213.0909528,180.7256196,0.747409165,4.135601618,185.1932831,6,control,-10
2020_03_20_0008,-276.2072144,-50.14411163,36.20470241,199.4252101,163.2205077,0.813745141,4.985556976,186.8517456,6,control,-10
2020_03_20_0008,-276.8302002,-54.32192612,36.12322641,184.0877287,147.9645023,0.767218769,5.185154253,188.085083,6,control,-10
2020_03_20_0008,-273.814209,-52.20483017,36.52111421,191.5531564,155.0320422,0.769725263,4.964943067,186.0456696,6,control,-10
2020_03_20_0008,-274.6392517,-52.60076141,36.41140128,190.1113165,153.6999152,0.819757104,5.333490932,184.6734314,6,control,-10
2020_03_20_0008,-275.0054626,-47.49969864,36.36291404,210.5276515,174.1647374,0.720538259,4.137107598,176.7388611,6,control,-10
2020_03_20_0010,-344.773468,-50.81684494,29.00455205,196.7851411,167.780589,0.596968174,3.558028837,192.0635376,6,control,-10
2020_03_20_0010,-338.3162842,-55.41693878,29.55813973,180.4502417,150.892102,0.6306144,4.179240606,189.7567139,6,control,-10
2020_03_20_0010,-330.7119141,-44.25835037,30.23779784,225.9460625,195.7082647,0.719919503,3.678533985,186.058609,6,control,-10
2020_03_20_0010,-320.7256165,-52.53150558,31.17929934,190.3619531,159.1826537,0.725006878,4.554559567,188.8897095,6,control,-10
2020_03_20_0010,-300.4948425,-45.54958725,33.27844137,219.5409575,186.2625162,0.676546574,3.632220737,191.2419128,6,control,-10
2020_03_20_0010,-296.9720154,-45.09839249,33.6732065,221.7373935,188.064187,0.746964812,3.971861014,185.1556091,6,control,-10
2020_03_20_0010,-288.0514832,-50.36925507,34.71601635,198.5338077,163.8177914,0.730104566,4.456808748,197.2311859,6,control,-10
2020_03_20_0010,-274.1323242,-55.80818558,36.4787335,179.185184,142.7064505,0.837042928,5.865487685,184.898941,6,control,-10
2020_03_20_0010,-282.9573975,-55.06349945,35.34100925,181.6085084,146.2674991,0.870520532,5.951565026,187.2542725,6,control,-10
2020_03_20_0010,-268.7346497,-50.46726608,37.21142775,198.148241,160.9368132,0.730737388,4.540523536,182.3088684,6,control,-10
2020_03_20_0010,-268.4654541,-50.83398819,37.24874038,196.7187773,159.4700369,0.622083127,3.900940513,185.5797272,6,control,-10
2020_03_20_0010,-267.1164246,-48.50271225,37.43685929,206.1740372,168.7371779,0.738417327,4.376138896,186.3058929,6,control,-10
2020_03_20_0010,-275.1511536,-54.66380692,36.3436601,182.9363991,146.592739,0.788906753,5.381622298,191.0447235,6,control,-10
2020_03_20_0010,-286.1046143,-47.10232544,34.95224999,212.3037431,177.3514931,0.923736334,5.2085061,190.5235748,6,control,-10
2020_03_20_0010,-265.7642517,-51.97658539,37.62733301,192.3943238,154.7669908,0.682067275,4.407059099,182.5123138,6,control,-10
2020_03_20_0010,-263.1757507,-50.60593414,37.99742177,197.6052842,159.6078625,0.862182498,5.401879862,185.9052429,6,control,-10
2020_03_20_0010,-264.7376099,-47.42126083,37.7732503,210.8758777,173.1026274,0.742379189,4.288665052,183.3167267,6,control,-10
2020_03_20_0010,-269.3027344,-60.0714035,37.13293154,166.4685594,129.3356278,0.742964208,5.744466708,202.4082184,6,control,-10
2020_03_20_0010,-264.6296387,-48.64185333,37.78866211,205.5842719,167.7956098,0.674773991,4.021404327,182.9645996,6,control,-10
2020_03_20_0010,-265.9160767,-51.1092453,37.60584966,195.6593165,158.0534668,0.750049651,4.745543808,184.2510376,6,control,-10
2020_03_20_0010,-272.9804993,-55.80323792,36.63265335,179.201071,142.5684177,0.789839149,5.540070946,192.0478821,6,control,-10
2020_03_20_0010,-261.1537476,-49.04100037,38.29161976,203.9110117,165.619392,0.686502993,4.145064083,192.9164581,6,control,-10
2020_03_20_0010,-274.7411194,-47.90895844,36.39790077,208.7292299,172.3313291,0.714794815,4.147793777,179.6483612,6,control,-10
2020_03_20_0010,-274.9257813,-45.56705856,36.37345306,219.4567812,183.0833281,0.855025947,4.670146408,178.0019684,6,control,-10
2020_03_20_0010,-281.2077332,-55.44295883,35.56089972,180.3655543,144.8046545,0.695853651,4.805464664,190.7536316,6,control,-10
2020_03_20_0013,-278.0678101,-48.57565689,35.96245102,205.8644317,169.9019807,0.528575838,3.111063423,-36.75148392,7,control,-70
2020_03_20_0013,-273.678833,-32.4104805,36.53917948,308.5421705,272.002991,1.565554142,5.755650466,-44.1922226,7,control,-70
2020_03_20_0013,-269.7920227,-33.55725479,37.06558815,297.9981546,260.9325664,0.760682344,2.915244942,-54.79291916,7,control,-70
2020_03_20_0013,-259.6324158,-12.79192162,38.51599181,781.7433768,743.227385,0.919642389,1.237363433,-52.50132751,7,control,-70
2020_03_20_0013,-259.7073364,-55.67760468,38.50488068,179.6054277,141.100547,0.935742378,6.631741677,-39.73110962,7,control,-70
2020_03_20_0013,-276.0592041,-16.236166,36.22411371,615.9089529,579.6848392,1.063339472,1.834340662,-61.09896088,7,control,-70
2020_03_20_0013,-255.6152039,-26.04405975,39.12130362,383.9647157,344.8434121,0.892127335,2.587050539,-37.35351181,7,control,-70
2020_03_20_0013,-253.6315613,-55.82023621,39.42726981,179.146501,139.7192312,0.933264613,6.679571634,-43.48754501,7,control,-70
2020_03_20_0013,-249.0483856,-18.07701111,40.15284008,553.1887954,513.0359553,0.967852116,1.886519074,-49.29143524,7,control,-70
2020_03_20_0013,-245.3418884,-2.824100018,40.75944823,3540.951077,3500.191629,1.111720324,0.317616988,-72.40710449,7,control,-70
2020_03_20_0013,-242.4843292,-20.9123745,41.23977839,478.1857747,436.9459963,1.080422282,2.47266777,-70.99220276,7,control,-70
2020_03_20_0013,-246.6569061,-30.85816383,40.54214478,324.0633517,283.5212069,0.983980358,3.470570573,-37.40067673,7,control,-70
2020_03_20_0013,-244.7703705,-43.70622635,40.85461807,228.8003526,187.9457345,0.329895228,1.755268503,-33.30577087,7,control,-70
2020_03_20_0013,-236.716507,-40.01099014,42.24462471,249.9313305,207.6867058,0.93568027,4.505248744,-41.60377884,7,control,-70
2020_03_20_0013,-288.2329407,-24.15898323,34.69416083,413.9247047,379.2305439,1.387316823,3.658241261,-44.77483368,7,control,-70
2020_03_20_0013,-242.478775,-25.94760895,41.24072302,385.391965,344.151242,1.065188885,3.095118526,-38.16083908,7,monochromator,-70
2020_03_20_0013,-240.2981567,-14.50400925,41.61496757,689.4645356,647.849568,1.162354469,1.794173411,-75.61977386,7,monochromator,-70
2020_03_20_0013,-237.7846222,-10.145051,42.05486422,985.7022895,943.6474253,1.062688947,1.126150423,-59.94484329,7,monochromator,-70
2020_03_20_0013,-242.0848236,-12.98759174,41.30783521,769.9656871,728.6578519,0.99391669,1.364037577,-55.64463806,7,monochromator,-70
2020_03_20_0013,-238.4615479,-21.99501038,41.93548222,454.6485693,412.7130871,1.031426311,2.499136429,-42.788414,7,monochromator,-70
2020_03_20_0013,-237.0965881,-28.39945793,42.17690385,352.1193969,309.9424931,0.865405679,2.792149183,-44.15338135,7,monochromator,-70
2020_03_20_0013,-232.0667419,-20.25322342,43.09105181,493.748565,450.6575132,1.072163463,2.37910926,-57.11780548,7,monochromator,-70
2020_03_20_0013,-231.8780823,-60.80015182,43.12611137,164.4732735,121.3471621,1.067486405,8.796962258,-43.02423096,7,monochromator,-70
2020_03_20_0013,-232.4690094,-26.37844467,43.01648648,379.0974079,336.0809214,1.102514863,3.280504166,-38.64912033,7,monochromator,-70
2020_03_20_0013,-225.6081085,-4.309013844,44.32464802,2320.71661,2276.391962,1.141269326,0.501350095,-61.13502884,7,monochromator,-70
2020_03_20_0013,-236.1616364,-21.28200912,42.34388004,469.8804489,427.5365688,1.149411082,2.688450921,-50.825634,7,monochromator,-70
2020_03_20_0013,-225.3972626,-47.526474,44.36611113,210.4090449,166.0429337,1.015320301,6.114805841,-49.38298798,7,monochromator,-70
2020_03_20_0013,-221.30513,-24.04670906,45.18648076,415.8573206,370.6708399,1.154302359,3.114090008,-83.50440979,7,monochromator,-70
2020_03_20_0013,-257.5211792,-25.98971176,38.83175757,384.7676377,345.9358802,2.513400078,7.2655085,-48.38700485,7,monochromator,-70
2020_03_20_0013,-215.1932983,-36.77678299,46.46984863,271.9106781,225.4408294,0.897168577,3.97961886,-67.88773346,7,monochromator,-70
2020_03_20_0013,-216.7885284,-21.61966133,46.12790202,462.5419356,416.4140336,1.059024453,2.543200679,-43.22121048,7,monochromator,-70
2020_03_20_0013,-218.233963,-42.71840286,45.82238192,234.0911488,188.2687669,1.129990578,6.002007643,-35.67227173,7,monochromator,-70
2020_03_20_0014,-288.8753052,-25.1249733,34.61701233,398.0103733,363.3933609,0.805602014,2.21688699,-54.99674225,7,control,-70
2020_03_20_0014,-289.725708,-26.13234711,34.51540448,382.6675024,348.1520979,0.714050949,2.050974137,-33.27229309,7,control,-70
2020_03_20_0014,-270.0072937,-59.31396103,37.03603656,168.5943718,131.5583353,0.767753184,5.835838393,-44.8120079,7,control,-70
2020_03_20_0014,-260.9985046,-19.78759575,38.31439576,505.3671061,467.0527103,0.80733943,1.728583117,-44.78759384,7,control,-70
2020_03_20_0014,-247.9003601,-13.45563221,40.33878771,743.1832146,702.8444269,0.891839504,1.2689003,-54.71191025,7,control,-70
2020_03_20_0014,-243.7459106,-38.55445099,41.02632932,259.3734249,218.3470956,0.818499625,3.748616955,-49.22281647,7,control,-70
2020_03_20_0014,-231.3069458,-20.3171463,43.23259712,492.1951071,448.96251,0.933295906,2.078783606,-46.52506256,7,control,-70
2020_03_20_0014,-228.8940125,-20.97341919,43.68834245,476.7939795,433.1056371,0.803009152,1.854072272,-46.98485947,7,control,-70
2020_03_20_0014,-231.4656372,-19.29001236,43.20295712,518.4029856,475.2000285,0.912055731,1.919309083,-51.00504303,7,control,-70
2020_03_20_0014,-242.0328522,-36.23976517,41.31670519,275.9399779,234.6232727,0.61202848,2.608558275,-42.75715637,7,control,-70
2020_03_20_0014,-230.4402466,-19.33709717,43.39519745,517.1407018,473.7455043,0.818116546,1.726911471,-48.24625397,7,control,-70
2020_03_20_0014,-228.4342194,-24.4024334,43.77627848,409.795197,366.0189185,0.777383626,2.123889193,-41.58528137,7,control,-70
2020_03_20_0014,-231.9742584,-34.59530258,43.10823135,289.0565844,245.948353,0.788842916,3.207351896,-34.38313293,7,control,-70
2020_03_20_0014,-228.5400085,-36.31417084,43.75601482,275.3745926,231.6185778,0.839458704,3.624315079,-35.74218369,7,control,-70
2020_03_20_0016,-213.7152557,-36.04925919,46.79123147,277.3982108,230.6069794,0.544645369,2.361790482,-52.03178787,7,control,-70
2020_03_20_0016,-220.464386,-35.42534256,45.35880004,282.2837911,236.9249911,0.394350022,1.664450931,-45.28265762,7,control,-70
2020_03_20_0016,-221.6633911,-24.0169239,45.11344859,416.3730559,371.2596073,0.419907898,1.131035775,-62.76041031,7,control,-70
2020_03_20_0016,-223.0468445,-29.71191025,44.83363135,336.5653678,291.7317364,0.527260542,1.807347217,-47.94921494,7,control,-70
2020_03_20_0016,-269.9110107,-28.09461403,37.04924809,355.9401097,318.8908616,0.425565183,1.334516709,-39.41514206,7,control,-70
2020_03_20_0016,-224.6636047,-22.98881912,44.51099239,434.9940702,390.4830779,0.514137447,1.316670238,-55.48773575,7,control,-70
2020_03_20_0016,-223.6653442,-61.38508606,44.70965332,162.9060191,118.1963657,0.399579793,3.380643649,-46.72037506,7,control,-70
2020_03_20_0016,-221.3053131,-49.32779694,45.18644338,202.7254534,157.53901,0.486063212,3.085351444,-43.46516418,7,control,-70
2020_03_20_0016,-221.0530396,-28.24543953,45.23801175,354.0394544,308.8014426,0.437977731,1.418315042,-48.47818756,7,control,-70
2020_03_20_0016,-223.4130554,-22.95898056,44.76014162,435.5594088,390.7992672,0.494872928,1.266309764,-51.85546494,7,control,-70
2020_03_20_0019,-298.9013367,-23.40223312,33.45585574,427.3096481,393.8537923,1.344155669,3.593566585,-18.72558403,8,control,-60
2020_03_20_0019,-289.1465759,-25.88161659,34.58453543,386.3746287,351.7900932,1.352360964,4.000738806,-13.34364033,8,control,-60
2020_03_20_0019,-279.4975891,-26.68321228,35.77848393,374.7674716,338.9889877,1.395510793,4.352240806,-16.40082359,8,control,-60
2020_03_20_0019,-274.4899902,-23.28287506,36.43120098,429.5002217,393.0690207,1.418899179,3.74513322,-16.52560616,8,control,-60
2020_03_20_0019,-266.1430969,-25.29839134,37.57377184,395.2820503,357.7082785,1.473323703,4.470413196,-13.76410484,8,control,-60
2020_03_20_0019,-255.9732819,-20.38438416,39.06657729,490.5716024,451.5050252,1.513958216,3.461759899,-20.76008987,8,control,-60
2020_03_20_0019,-255.1974487,-25.98334122,39.18534472,384.8619743,345.6766296,1.418583989,4.27841132,-16.65310097,8,control,-60
2020_03_20_0019,-248.4510345,-28.51426506,40.24937959,350.7016568,310.4522772,1.461444378,4.987242729,-14.73252964,8,control,-60
2020_03_20_0019,-238.7152557,-21.4640274,41.89091296,465.8957898,424.0048768,1.525557756,3.561416972,-18.3647995,8,control,-60
2020_03_20_0019,-238.6094666,-25.71207428,41.90948559,388.9223363,347.0128507,1.435659647,4.30555813,-15.17469501,8,control,-60
2020_03_20_0019,-236.7811279,-27.64078522,42.23309555,361.7842229,319.5511273,1.414627433,4.642015742,-12.6085062,8,control,-60
2020_03_20_0019,-232.5927582,-29.9153614,42.99359997,334.2764229,291.2828229,1.254196286,4.472637385,-12.76855373,8,control,-60
2020_03_20_0019,-228.5617218,-30.3534584,43.75185802,329.4517503,285.6998923,1.387444854,5.223213111,-9.353298187,8,control,-60
2020_03_20_0019,-225.4231567,-30.55826569,44.36101483,327.2437023,282.8826875,1.335017681,5.121504045,-12.36979103,8,monochromator,-60
2020_03_20_0019,-222.4093781,-28.66346359,44.96213284,348.876191,303.9140582,1.333584189,4.550816915,-10.37868786,8,monochromator,-60
2020_03_20_0019,-220.2663727,-25.38112831,45.39957633,393.9935167,348.5939403,1.305934072,3.977250784,-15.08517647,8,monochromator,-60
2020_03_20_0019,-218.5166931,-30.65049553,45.76309415,326.2589993,280.4959052,1.379385591,5.259847758,-12.07410908,8,monochromator,-60
2020_03_20_0019,-213.8156281,-31.82915306,46.76926608,314.1773826,267.4081166,1.418538451,5.926300138,-10.79372692,8,monochromator,-60
2020_03_20_0019,-215.4106903,-30.47417259,46.42295137,328.1467272,281.7237758,1.444056988,5.529892578,-8.344182968,8,monochromator,-60
2020_03_20_0019,-212.1581879,-30.47688484,47.1346409,328.1175242,280.9828833,1.320844293,4.914454991,-8.911131859,8,monochromator,-60
2020_03_20_0019,-204.5952606,-23.53786659,48.87698752,424.8473395,375.970352,1.378290176,3.794728685,-18.54926109,8,monochromator,-60
2020_03_20_0019,-202.8672791,-29.10698509,49.2933116,343.5601444,294.2668328,1.375809073,5.056271046,-12.34266376,8,monochromator,-60
2020_03_20_0019,-202.9703674,-31.47514915,49.26827559,317.7109646,268.442689,1.358504295,5.442507234,-9.920246124,8,monochromator,-60
2020_03_20_0019,-205.0943909,-32.14110947,48.75803749,311.1280278,262.3699903,1.494730711,6.040460372,-7.674152851,8,monochromator,-60
2020_03_20_0019,-200.8761749,-29.87602806,49.78191169,334.7165152,284.9346035,1.48806107,5.486666908,-15.06618786,8,monochromator,-60
2020_03_20_0019,-200.466568,-29.66308403,49.88362948,337.1193632,287.2357338,1.553263187,5.675636332,-18.64962959,8,monochromator,-60
2020_03_20_0019,-197.6291046,-26.08642387,50.59983457,383.3411605,332.7413259,1.504465461,4.754076113,-14.16286755,8,monochromator,-60
2020_03_20_0019,-196.7285004,-31.38427353,50.83147577,318.6309217,267.7994459,1.462266445,5.75915514,-13.84277248,8,monochromator,-60
2020_03_20_0019,-196.1724091,-31.39105606,50.97556811,318.5620764,267.5865083,1.204235911,4.607527452,-9.271917343,8,monochromator,-60
2020_03_20_0019,-197.9030914,-26.96397209,50.52978166,370.8652407,320.335459,1.570782304,5.127994213,-13.15646648,8,monochromator,-60
2020_03_20_0019,-195.8604431,-32.63210297,51.05676185,306.4466918,255.3899299,1.386487961,5.909637263,-5.677625179,8,monochromator,-60
2020_03_20_0020,-179.7341614,-44.5286293,55.63772587,224.5746199,168.936894,0.945560038,9.849144054,163.6208801,8,control,-10
2020_03_20_0020,-184.017395,-41.94828415,54.34268863,238.3887733,184.0460847,0.908852994,6.768451702,159.2371216,8,control,-10
2020_03_20_0020,-187.1212006,-51.69687271,53.44129885,193.4352984,139.9939996,0.962555707,9.674556742,163.3174896,8,control,-10
2020_03_20_0020,-182.5884399,-40.85330963,54.76797985,244.7782099,190.01023,0.815592468,6.550303811,149.2632599,8,control,-10
2020_03_20_0020,-158.6536865,-32.0598793,63.03036645,311.9163334,248.8859669,1.015590906,5.052106801,159.0198975,8,control,-10
2020_03_20_0020,-183.0462036,-41.17748642,54.63101557,242.8511517,188.2201361,0.704917729,5.881650483,149.4768829,8,control,-10
2020_03_20_0020,-183.4626923,-36.32190704,54.50699473,275.3159405,220.8089458,0.963891268,6.038503831,140.3718719,8,control,-10
2020_03_20_0020,-180.7376404,-44.59240723,55.32881794,224.2534239,168.9246059,0.948053896,9.345687135,135.6937103,8,control,-10
2020_03_20_0020,-181.8937225,-40.09640503,54.97715842,249.3989173,194.4217588,0.981783807,6.496156489,126.1075974,8,control,-10
2020_03_20_0020,-181.6890717,-34.09686661,55.03908358,293.2820812,238.2429976,1.176886559,6.654170412,133.9595795,8,control,-10
2020_03_20_0020,-184.1035614,-46.80901337,54.31725451,213.6340692,159.3168147,1.01961422,8.854055674,142.3555145,8,control,-10
2020_03_20_0020,-187.42099,-45.49699402,53.35581677,219.7947406,166.4389239,0.99039644,8.696757085,141.2784271,8,control,-10
2020_03_20_0020,-179.4684753,-36.61857986,55.72009224,273.0854128,217.3653206,0.901763856,6.508443033,129.5417175,8,control,-10
